location,lang,retweet_count,conversation_id_str,image_url,tweet_url,favorite_count,user_id_str,created_at,full_text,reply_count,username,in_reply_to_screen_name,quote_count,id_str,text_casefold,text_clean,tokens,tokens_stem,text_stemmed,emoji_drop_from_raw,emoji_map_from_raw
,in,0,1683991886397341696,,https://x.com/undefined/status/1684005127756324869,0,341987176,Wed Jul 26 00:58:04 +0000 2023,@alienatedcats Selamat pagi Kak. Kami informasikan untuk Stasiun Batu Ceper melayani naik turun pengguna Commuter Line Bandara untuk pembelian Tiket KAI Commuter Bandara bisa dilakukan di Website https://t.co/zrg08M6GEP Aplikasi KA Bandara KAI Access dan Vending Machine di stasiun,0,,alienatedcats,0,1684005127756324869,@alienatedcats selamat pagi kak. kami informasikan untuk stasiun batu ceper melayani naik turun pengguna commuter line bandara untuk pembelian tiket kai commuter bandara bisa dilakukan di website https://t.co/zrg08m6gep aplikasi ka bandara kai access dan vending machine di stasiun,selamat pagi kak kami informasikan untuk stasiun batu ceper melayani naik turun pengguna commuter line bandara untuk pembelian tiket kai commuter bandara bisa dilakukan di website aplikasi ka bandara kai access dan vending machine di stasiun,"['selamat', 'pagi', 'kak', 'kami', 'informasikan', 'untuk', 'stasiun', 'batu', 'ceper', 'melayani', 'naik', 'turun', 'pengguna', 'commuter', 'line', 'bandara', 'untuk', 'pembelian', 'tiket', 'kai', 'commuter', 'bandara', 'bisa', 'dilakukan', 'di', 'website', 'aplikasi', 'ka', 'bandara', 'kai', 'access', 'dan', 'vending', 'machine', 'di', 'stasiun']","['selamat', 'pagi', 'kak', 'kami', 'informasi', 'untuk', 'stasiun', 'batu', 'ceper', 'layan', 'naik', 'turun', 'guna', 'commuter', 'line', 'bandara', 'untuk', 'beli', 'tiket', 'kai', 'commuter', 'bandara', 'bisa', 'laku', 'di', 'website', 'aplikasi', 'ka', 'bandara', 'kai', 'access', 'dan', 'vending', 'machine', 'di', 'stasiun']",selamat pagi kak kami informasi untuk stasiun batu ceper layan naik turun guna commuter line bandara untuk beli tiket kai commuter bandara bisa laku di website aplikasi ka bandara kai access dan vending machine di stasiun,@alienatedcats Selamat pagi Kak. Kami informasikan untuk Stasiun Batu Ceper melayani naik turun pengguna Commuter Line Bandara untuk pembelian Tiket KAI Commuter Bandara bisa dilakukan di Website https://t.co/zrg08M6GEP Aplikasi KA Bandara KAI Access dan Vending Machine di stasiun,@alienatedcats Selamat pagi Kak. Kami informasikan untuk Stasiun Batu Ceper melayani naik turun pengguna Commuter Line Bandara untuk pembelian Tiket KAI Commuter Bandara bisa dilakukan di Website https://t.co/zrg08M6GEP Aplikasi KA Bandara KAI Access dan Vending Machine di stasiun
,in,0,1683940056581697540,,https://x.com/undefined/status/1683944522194251780,0,240586160,Tue Jul 25 20:57:14 +0000 2023,iseng cek aplikasi KAI Access pesan layanan Railfood pesan nasi goreng dg pikiran mgkn nanti restock di Cirebon kalo udah ada bakal dianterin eh ternyata lgsg dianter senangnyaaa,1,,ebyyfuraii,0,1683944522194251780,iseng cek aplikasi kai access pesan layanan railfood pesan nasi goreng dg pikiran mgkn nanti restock di cirebon kalo udah ada bakal dianterin eh ternyata lgsg dianter senangnyaaa,iseng cek aplikasi kai access pesan layanan railfood pesan nasi goreng dg pikiran mgkn nanti restock di cirebon kalo udah ada bakal dianterin eh ternyata lgsg dianter senangnyaaa,"['iseng', 'cek', 'aplikasi', 'kai', 'access', 'pesan', 'layanan', 'railfood', 'pesan', 'nasi', 'goreng', 'dg', 'pikiran', 'mgkn', 'nanti', 'restock', 'di', 'cirebon', 'kalo', 'udah', 'ada', 'bakal', 'dianterin', 'eh', 'ternyata', 'lgsg', 'dianter', 'senangnyaaa']","['iseng', 'cek', 'aplikasi', 'kai', 'access', 'pesan', 'layan', 'railfood', 'pesan', 'nasi', 'goreng', 'dg', 'pikir', 'mgkn', 'nanti', 'restock', 'di', 'cirebon', 'kalo', 'udah', 'ada', 'bakal', 'dianterin', 'eh', 'nyata', 'lgsg', 'anter', 'senangnyaaa']",iseng cek aplikasi kai access pesan layan railfood pesan nasi goreng dg pikir mgkn nanti restock di cirebon kalo udah ada bakal dianterin eh nyata lgsg anter senangnyaaa,iseng cek aplikasi KAI Access pesan layanan Railfood pesan nasi goreng dg pikiran mgkn nanti restock di Cirebon kalo udah ada bakal dianterin eh ternyata lgsg dianter senangnyaaa,iseng cek aplikasi KAI Access pesan layanan Railfood pesan nasi goreng dg pikiran mgkn nanti restock di Cirebon kalo udah ada bakal dianterin eh ternyata lgsg dianter senangnyaaa
,in,0,1683552869507821569,,https://x.com/undefined/status/1683595965633298432,0,341987176,Mon Jul 24 21:52:12 +0000 2023,@WidjajaRahadi Selamat pagi Kak. Informasi lengkap jadwal perjalanan Commuter Line dapat unduh pada link berikut : https://t.co/9PQHPL7AT1 Untuk pemesanan tiket Commuter Line Merak (KA Lokal Rangkasbitung-Merak) dapat cek pada aplikasi KAI Access. Tks.,0,,WidjajaRahadi,0,1683595965633298432,@widjajarahadi selamat pagi kak. informasi lengkap jadwal perjalanan commuter line dapat unduh pada link berikut : https://t.co/9pqhpl7at1 untuk pemesanan tiket commuter line merak (ka lokal rangkasbitung-merak) dapat cek pada aplikasi kai access. tks.,selamat pagi kak informasi lengkap jadwal perjalanan commuter line dapat unduh pada link berikut untuk pemesanan tiket commuter line merak ka lokal rangkasbitung merak dapat cek pada aplikasi kai access tks,"['selamat', 'pagi', 'kak', 'informasi', 'lengkap', 'jadwal', 'perjalanan', 'commuter', 'line', 'dapat', 'unduh', 'pada', 'link', 'berikut', 'untuk', 'pemesanan', 'tiket', 'commuter', 'line', 'merak', 'ka', 'lokal', 'rangkasbitung', 'merak', 'dapat', 'cek', 'pada', 'aplikasi', 'kai', 'access', 'tks']","['selamat', 'pagi', 'kak', 'informasi', 'lengkap', 'jadwal', 'jalan', 'commuter', 'line', 'dapat', 'unduh', 'pada', 'link', 'ikut', 'untuk', 'mesan', 'tiket', 'commuter', 'line', 'merak', 'ka', 'lokal', 'rangkasbitung', 'merak', 'dapat', 'cek', 'pada', 'aplikasi', 'kai', 'access', 'tks']",selamat pagi kak informasi lengkap jadwal jalan commuter line dapat unduh pada link ikut untuk mesan tiket commuter line merak ka lokal rangkasbitung merak dapat cek pada aplikasi kai access tks,@WidjajaRahadi Selamat pagi Kak. Informasi lengkap jadwal perjalanan Commuter Line dapat unduh pada link berikut : https://t.co/9PQHPL7AT1 Untuk pemesanan tiket Commuter Line Merak (KA Lokal Rangkasbitung-Merak) dapat cek pada aplikasi KAI Access. Tks.,@WidjajaRahadi Selamat pagi Kak. Informasi lengkap jadwal perjalanan Commuter Line dapat unduh pada link berikut : https://t.co/9PQHPL7AT1 Untuk pemesanan tiket Commuter Line Merak (KA Lokal Rangkasbitung-Merak) dapat cek pada aplikasi KAI Access. Tks.
,in,0,1683523870907830272,,https://x.com/undefined/status/1683523870907830272,0,229363339,Mon Jul 24 17:05:43 +0000 2023,Udah lama ngga naik kereta ternyata app kai access bagus deh. Gaperlu cetak tiket langsung scan barcode bisa pesen makan di app. Hehe norak tp ini sgt membantu aku yg suka kudet kl pergi sendiri,1,,,0,1683523870907830272,udah lama ngga naik kereta ternyata app kai access bagus deh. gaperlu cetak tiket langsung scan barcode bisa pesen makan di app. hehe norak tp ini sgt membantu aku yg suka kudet kl pergi sendiri,udah lama ngga naik kereta ternyata app kai access bagus deh gaperlu cetak tiket langsung scan barcode bisa pesen makan di app hehe norak tp ini sgt membantu aku yg suka kudet kl pergi sendiri,"['udah', 'lama', 'ngga', 'naik', 'kereta', 'ternyata', 'app', 'kai', 'access', 'bagus', 'deh', 'gaperlu', 'cetak', 'tiket', 'langsung', 'scan', 'barcode', 'bisa', 'pesen', 'makan', 'di', 'app', 'hehe', 'norak', 'tp', 'ini', 'sgt', 'membantu', 'aku', 'yg', 'suka', 'kudet', 'kl', 'pergi', 'sendiri']","['udah', 'lama', 'ngga', 'naik', 'kereta', 'nyata', 'app', 'kai', 'access', 'bagus', 'deh', 'gaperlu', 'cetak', 'tiket', 'langsung', 'scan', 'barcode', 'bisa', 'sen', 'makan', 'di', 'app', 'hehe', 'norak', 'tp', 'ini', 'sgt', 'bantu', 'aku', 'yg', 'suka', 'kudet', 'kl', 'pergi', 'sendiri']",udah lama ngga naik kereta nyata app kai access bagus deh gaperlu cetak tiket langsung scan barcode bisa sen makan di app hehe norak tp ini sgt bantu aku yg suka kudet kl pergi sendiri,Udah lama ngga naik kereta ternyata app kai access bagus deh. Gaperlu cetak tiket langsung scan barcode bisa pesen makan di app. Hehe norak tp ini sgt membantu aku yg suka kudet kl pergi sendiri,Udah lama ngga naik kereta ternyata app kai access bagus deh. Gaperlu cetak tiket langsung scan barcode bisa pesen makan di app. Hehe norak tp ini sgt membantu aku yg suka kudet kl pergi sendiri
,in,0,1683476160292716544,https://pbs.twimg.com/media/F1zolBmX0AI3JST.png,https://x.com/undefined/status/1683476160292716544,0,1431832790752907265,Mon Jul 24 13:56:08 +0000 2023,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/4jOlNSfmuY,0,,,0,1683476160292716544,makin mudah bersama access by kai! hai udah ada yang tau belum kalau kai access sekarang berubah nama? kalian penasaran? #kaiaccessnew #keretaapikita https://t.co/4jolnsfmuy,makin mudah bersama access by kai hai udah ada yang tau belum kalau kai access sekarang berubah nama kalian penasaran kaiaccessnew keretaapikita,"['makin', 'mudah', 'bersama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'berubah', 'nama', 'kalian', 'penasaran', 'kaiaccessnew', 'keretaapikita']","['makin', 'mudah', 'sama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'ubah', 'nama', 'kalian', 'penasaran', 'kaiaccessnew', 'keretaapikita']",makin mudah sama access by kai hai udah ada yang tau belum kalau kai access sekarang ubah nama kalian penasaran kaiaccessnew keretaapikita,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/4jOlNSfmuY,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/4jOlNSfmuY
,in,0,1683457672677572608,,https://x.com/undefined/status/1683465415782195201,0,1235491233310662658,Mon Jul 24 13:13:27 +0000 2023,@convomfs Langsung cek kai access aja,0,,convomfs,0,1683465415782195201,@convomfs langsung cek kai access aja,langsung cek kai access aja,"['langsung', 'cek', 'kai', 'access', 'aja']","['langsung', 'cek', 'kai', 'access', 'aja']",langsung cek kai access aja,@convomfs Langsung cek kai access aja,@convomfs Langsung cek kai access aja
,in,1,1683417125980082177,,https://x.com/undefined/status/1683417125980082177,3,23343960,Mon Jul 24 10:01:33 +0000 2023,Joni menyampaikan perubahan teranyar dari KAI Access ini sudah dapat diakses oleh sebagian masyarakat secara bertahap. https://t.co/GmgQ5BOw4S,11,,,0,1683417125980082177,joni menyampaikan perubahan teranyar dari kai access ini sudah dapat diakses oleh sebagian masyarakat secara bertahap. https://t.co/gmgq5bow4s,joni menyampaikan perubahan teranyar dari kai access ini sudah dapat diakses oleh sebagian masyarakat secara bertahap,"['joni', 'menyampaikan', 'perubahan', 'teranyar', 'dari', 'kai', 'access', 'ini', 'sudah', 'dapat', 'diakses', 'oleh', 'sebagian', 'masyarakat', 'secara', 'bertahap']","['joni', 'sampai', 'ubah', 'anyar', 'dari', 'kai', 'access', 'ini', 'sudah', 'dapat', 'akses', 'oleh', 'bagi', 'masyarakat', 'cara', 'tahap']",joni sampai ubah anyar dari kai access ini sudah dapat akses oleh bagi masyarakat cara tahap,Joni menyampaikan perubahan teranyar dari KAI Access ini sudah dapat diakses oleh sebagian masyarakat secara bertahap. https://t.co/GmgQ5BOw4S,Joni menyampaikan perubahan teranyar dari KAI Access ini sudah dapat diakses oleh sebagian masyarakat secara bertahap. https://t.co/GmgQ5BOw4S
,in,0,1683350057301716992,,https://x.com/undefined/status/1683361268370112513,0,1024558251369627648,Mon Jul 24 06:19:36 +0000 2023,@worksfess aku pake kai access nder tp refundnya cm 75%,1,,worksfess,0,1683361268370112513,@worksfess aku pake kai access nder tp refundnya cm 75%,aku pake kai access nder tp refundnya cm 75,"['aku', 'pake', 'kai', 'access', 'nder', 'tp', 'refundnya', 'cm', '75']","['aku', 'pake', 'kai', 'access', 'nder', 'tp', 'refundnya', 'cm', '75']",aku pake kai access nder tp refundnya cm 75,@worksfess aku pake kai access nder tp refundnya cm 75%,@worksfess aku pake kai access nder tp refundnya cm 75%
,in,0,1683350057301716992,,https://x.com/undefined/status/1683352233243705345,0,1015412150980886528,Mon Jul 24 05:43:42 +0000 2023,@worksfess Langsung ke cs stasiun aja atau bisa lewat kai access kayaknya,1,,worksfess,0,1683352233243705345,@worksfess langsung ke cs stasiun aja atau bisa lewat kai access kayaknya,langsung ke cs stasiun aja atau bisa lewat kai access kayaknya,"['langsung', 'ke', 'cs', 'stasiun', 'aja', 'atau', 'bisa', 'lewat', 'kai', 'access', 'kayaknya']","['langsung', 'ke', 'cs', 'stasiun', 'aja', 'atau', 'bisa', 'lewat', 'kai', 'access', 'kayak']",langsung ke cs stasiun aja atau bisa lewat kai access kayak,@worksfess Langsung ke cs stasiun aja atau bisa lewat kai access kayaknya,@worksfess Langsung ke cs stasiun aja atau bisa lewat kai access kayaknya
,in,0,1683318155618430978,,https://x.com/undefined/status/1683318155618430978,1,545384382,Mon Jul 24 03:28:17 +0000 2023,Pagii mau tanya apa bisa lihat Boarding Pass kembali di KAI Access utk perjalanan beberapa hari lalu ya? Karna saya lupa screenshoot Boarding Passnya utk keperluan SPJ @KAI121,2,,,1,1683318155618430978,pagii mau tanya apa bisa lihat boarding pass kembali di kai access utk perjalanan beberapa hari lalu ya? karna saya lupa screenshoot boarding passnya utk keperluan spj @kai121,pagii mau tanya apa bisa lihat boarding pass kembali di kai access utk perjalanan beberapa hari lalu ya karna saya lupa screenshoot boarding passnya utk keperluan spj,"['pagii', 'mau', 'tanya', 'apa', 'bisa', 'lihat', 'boarding', 'pass', 'kembali', 'di', 'kai', 'access', 'utk', 'perjalanan', 'beberapa', 'hari', 'lalu', 'ya', 'karna', 'saya', 'lupa', 'screenshoot', 'boarding', 'passnya', 'utk', 'keperluan', 'spj']","['pagi', 'mau', 'tanya', 'apa', 'bisa', 'lihat', 'boarding', 'pass', 'kembali', 'di', 'kai', 'access', 'utk', 'jalan', 'beberapa', 'hari', 'lalu', 'ya', 'karna', 'saya', 'lupa', 'screenshoot', 'boarding', 'passnya', 'utk', 'perlu', 'spj']",pagi mau tanya apa bisa lihat boarding pass kembali di kai access utk jalan beberapa hari lalu ya karna saya lupa screenshoot boarding passnya utk perlu spj,Pagii mau tanya apa bisa lihat Boarding Pass kembali di KAI Access utk perjalanan beberapa hari lalu ya? Karna saya lupa screenshoot Boarding Passnya utk keperluan SPJ @KAI121,Pagii mau tanya apa bisa lihat Boarding Pass kembali di KAI Access utk perjalanan beberapa hari lalu ya? Karna saya lupa screenshoot Boarding Passnya utk keperluan SPJ @KAI121
,in,0,1683315694124023809,https://pbs.twimg.com/ext_tw_video_thumb/1683315554948612096/pu/img/EVGVuK7rv5XIHyKQ.jpg,https://x.com/undefined/status/1683315694124023809,0,1431981328119984134,Mon Jul 24 03:18:30 +0000 2023,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/LgBCyePuN6,0,,,0,1683315694124023809,makin mudah bersama access by kai! hai udah ada yang tau belum kalau kai access sekarang berubah nama? kalian penasaran? #kaiaccessnew #keretaapikita https://t.co/lgbcyepun6,makin mudah bersama access by kai hai udah ada yang tau belum kalau kai access sekarang berubah nama kalian penasaran kaiaccessnew keretaapikita,"['makin', 'mudah', 'bersama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'berubah', 'nama', 'kalian', 'penasaran', 'kaiaccessnew', 'keretaapikita']","['makin', 'mudah', 'sama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'ubah', 'nama', 'kalian', 'penasaran', 'kaiaccessnew', 'keretaapikita']",makin mudah sama access by kai hai udah ada yang tau belum kalau kai access sekarang ubah nama kalian penasaran kaiaccessnew keretaapikita,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/LgBCyePuN6,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? #KAIAccessNew #keretaapikita https://t.co/LgBCyePuN6
,in,0,1683261582812540930,,https://x.com/undefined/status/1683261582812540930,0,2960249683,Sun Jul 23 23:43:29 +0000 2023,@KAI121 KA Jayabaya dihentikan atau gimana min? Mau pesen dari KAI Access kok gak ada?,3,,KAI121,0,1683261582812540930,@kai121 ka jayabaya dihentikan atau gimana min? mau pesen dari kai access kok gak ada?,ka jayabaya dihentikan atau gimana min mau pesen dari kai access kok gak ada,"['ka', 'jayabaya', 'dihentikan', 'atau', 'gimana', 'min', 'mau', 'pesen', 'dari', 'kai', 'access', 'kok', 'gak', 'ada']","['ka', 'jayabaya', 'henti', 'atau', 'gimana', 'min', 'mau', 'sen', 'dari', 'kai', 'access', 'kok', 'gak', 'ada']",ka jayabaya henti atau gimana min mau sen dari kai access kok gak ada,@KAI121 KA Jayabaya dihentikan atau gimana min? Mau pesen dari KAI Access kok gak ada?,@KAI121 KA Jayabaya dihentikan atau gimana min? Mau pesen dari KAI Access kok gak ada?
,in,0,1683135719571869696,,https://x.com/undefined/status/1683135719571869696,0,860356985031491585,Sun Jul 23 15:23:21 +0000 2023,rutinitas sejak ldr: ngecek kai access dan melihat daftar kereta yang itu itu aja,0,,,0,1683135719571869696,rutinitas sejak ldr: ngecek kai access dan melihat daftar kereta yang itu itu aja,rutinitas sejak ldr ngecek kai access dan melihat daftar kereta yang itu itu aja,"['rutinitas', 'sejak', 'ldr', 'ngecek', 'kai', 'access', 'dan', 'melihat', 'daftar', 'kereta', 'yang', 'itu', 'itu', 'aja']","['rutinitas', 'sejak', 'ldr', 'ngecek', 'kai', 'access', 'dan', 'lihat', 'daftar', 'kereta', 'yang', 'itu', 'itu', 'aja']",rutinitas sejak ldr ngecek kai access dan lihat daftar kereta yang itu itu aja,rutinitas sejak ldr: ngecek kai access dan melihat daftar kereta yang itu itu aja,rutinitas sejak ldr: ngecek kai access dan melihat daftar kereta yang itu itu aja
,in,0,1681942233359200256,,https://x.com/undefined/status/1683125027364016129,0,1437305528590344195,Sun Jul 23 14:40:52 +0000 2023,@KAI121 Admin saya pengen pake akun saya lagi di KAI access tolong bales DM dm di ig saya ga d bls bls,4,,KAI121,1,1683125027364016129,@kai121 admin saya pengen pake akun saya lagi di kai access tolong bales dm dm di ig saya ga d bls bls,admin saya pengen pake akun saya lagi di kai access tolong bales dm dm di ig saya ga d bls bls,"['admin', 'saya', 'pengen', 'pake', 'akun', 'saya', 'lagi', 'di', 'kai', 'access', 'tolong', 'bales', 'dm', 'dm', 'di', 'ig', 'saya', 'ga', 'd', 'bls', 'bls']","['admin', 'saya', 'ken', 'pake', 'akun', 'saya', 'lagi', 'di', 'kai', 'access', 'tolong', 'bales', 'dm', 'dm', 'di', 'ig', 'saya', 'ga', 'd', 'bls', 'bls']",admin saya ken pake akun saya lagi di kai access tolong bales dm dm di ig saya ga d bls bls,@KAI121 Admin saya pengen pake akun saya lagi di KAI access tolong bales DM dm di ig saya ga d bls bls,@KAI121 Admin saya pengen pake akun saya lagi di KAI access tolong bales DM dm di ig saya ga d bls bls
,in,0,1683113554747195392,,https://x.com/undefined/status/1683113554747195392,3,1204556398320705536,Sun Jul 23 13:55:16 +0000 2023,Kalo mau naik KRL beli tiket lewat KAI Access dibagian mana ya? Informasi KRL atau yang mana? @KAI121 terima kasih ,0,,,0,1683113554747195392,kalo mau naik krl beli tiket lewat kai access dibagian mana ya? informasi krl atau yang mana? @kai121 terima kasih ,kalo mau naik krl beli tiket lewat kai access dibagian mana ya informasi krl atau yang mana terima kasih,"['kalo', 'mau', 'naik', 'krl', 'beli', 'tiket', 'lewat', 'kai', 'access', 'dibagian', 'mana', 'ya', 'informasi', 'krl', 'atau', 'yang', 'mana', 'terima', 'kasih']","['kalo', 'mau', 'naik', 'krl', 'beli', 'tiket', 'lewat', 'kai', 'access', 'bagi', 'mana', 'ya', 'informasi', 'krl', 'atau', 'yang', 'mana', 'terima', 'kasih']",kalo mau naik krl beli tiket lewat kai access bagi mana ya informasi krl atau yang mana terima kasih,Kalo mau naik KRL beli tiket lewat KAI Access dibagian mana ya? Informasi KRL atau yang mana? @KAI121 terima kasih ,Kalo mau naik KRL beli tiket lewat KAI Access dibagian mana ya? Informasi KRL atau yang mana? @KAI121 terima kasih 
,in,0,1683078444559761411,,https://x.com/undefined/status/1683083984438464517,0,596184238,Sun Jul 23 11:57:46 +0000 2023,@kecoatrbang di input no Booking nya ke KAI Access kak pada menu 'tambahkan tiket' Nanti tiket kk otomatis masuk ke KAI access wlwpun beli di traveloka/tiket com/dll,0,,kecoatrbang,0,1683083984438464517,@kecoatrbang di input no booking nya ke kai access kak pada menu 'tambahkan tiket' nanti tiket kk otomatis masuk ke kai access wlwpun beli di traveloka/tiket com/dll,di input no booking nya ke kai access kak pada menu tambahkan tiket nanti tiket kk otomatis masuk ke kai access wlwpun beli di traveloka tiket com dll,"['di', 'input', 'no', 'booking', 'nya', 'ke', 'kai', 'access', 'kak', 'pada', 'menu', 'tambahkan', 'tiket', 'nanti', 'tiket', 'kk', 'otomatis', 'masuk', 'ke', 'kai', 'access', 'wlwpun', 'beli', 'di', 'traveloka', 'tiket', 'com', 'dll']","['di', 'input', 'no', 'booking', 'nya', 'ke', 'kai', 'access', 'kak', 'pada', 'menu', 'tambah', 'tiket', 'nanti', 'tiket', 'kk', 'otomatis', 'masuk', 'ke', 'kai', 'access', 'wlwpun', 'beli', 'di', 'traveloka', 'tiket', 'com', 'dll']",di input no booking nya ke kai access kak pada menu tambah tiket nanti tiket kk otomatis masuk ke kai access wlwpun beli di traveloka tiket com dll,@kecoatrbang di input no Booking nya ke KAI Access kak pada menu 'tambahkan tiket' Nanti tiket kk otomatis masuk ke KAI access wlwpun beli di traveloka/tiket com/dll,@kecoatrbang di input no Booking nya ke KAI Access kak pada menu 'tambahkan tiket' Nanti tiket kk otomatis masuk ke KAI access wlwpun beli di traveloka/tiket com/dll
,in,0,1683078444559761411,,https://x.com/undefined/status/1683080346299158530,0,596184238,Sun Jul 23 11:43:19 +0000 2023,@kecoatrbang Bisa di KAI Access kak ada menu 'railfood' silakan bisa pesan disitu.,1,,kecoatrbang,0,1683080346299158530,@kecoatrbang bisa di kai access kak ada menu 'railfood' silakan bisa pesan disitu.,bisa di kai access kak ada menu railfood silakan bisa pesan disitu,"['bisa', 'di', 'kai', 'access', 'kak', 'ada', 'menu', 'railfood', 'silakan', 'bisa', 'pesan', 'disitu']","['bisa', 'di', 'kai', 'access', 'kak', 'ada', 'menu', 'railfood', 'sila', 'bisa', 'pesan', 'situ']",bisa di kai access kak ada menu railfood sila bisa pesan situ,@kecoatrbang Bisa di KAI Access kak ada menu 'railfood' silakan bisa pesan disitu.,@kecoatrbang Bisa di KAI Access kak ada menu 'railfood' silakan bisa pesan disitu.
,in,0,1683059848328654848,,https://x.com/undefined/status/1683060564304728066,0,1019521941923696641,Sun Jul 23 10:24:42 +0000 2023,@mumblesolo Fyi jadi trik klo mau murah tuh beli di kai access 2 jam sebelum berangkat. Aku pernah dpt 60 rb ciamis bandung wkwkkwk,1,,mumblesolo,0,1683060564304728066,@mumblesolo fyi jadi trik klo mau murah tuh beli di kai access 2 jam sebelum berangkat. aku pernah dpt 60 rb ciamis bandung wkwkkwk,fyi jadi trik klo mau murah tuh beli di kai access 2 jam sebelum berangkat aku pernah dpt 60 rb ciamis bandung wkwkkwk,"['fyi', 'jadi', 'trik', 'klo', 'mau', 'murah', 'tuh', 'beli', 'di', 'kai', 'access', '2', 'jam', 'sebelum', 'berangkat', 'aku', 'pernah', 'dpt', '60', 'rb', 'ciamis', 'bandung', 'wkwkkwk']","['fyi', 'jadi', 'trik', 'klo', 'mau', 'murah', 'tuh', 'beli', 'di', 'kai', 'access', '2', 'jam', 'belum', 'berangkat', 'aku', 'pernah', 'dpt', '60', 'rb', 'ciamis', 'bandung', 'wkwkkwk']",fyi jadi trik klo mau murah tuh beli di kai access 2 jam belum berangkat aku pernah dpt 60 rb ciamis bandung wkwkkwk,@mumblesolo Fyi jadi trik klo mau murah tuh beli di kai access 2 jam sebelum berangkat. Aku pernah dpt 60 rb ciamis bandung wkwkkwk,@mumblesolo Fyi jadi trik klo mau murah tuh beli di kai access 2 jam sebelum berangkat. Aku pernah dpt 60 rb ciamis bandung wkwkkwk
,in,0,1683055871914573824,,https://x.com/undefined/status/1683055871914573824,0,1432181802551037953,Sun Jul 23 10:06:04 +0000 2023,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? KAI Access sekarang berubah menjadi aplikasi Access by KAI! #KAIAccessNew #keretaapikita,0,,,0,1683055871914573824,makin mudah bersama access by kai! hai udah ada yang tau belum kalau kai access sekarang berubah nama? kalian penasaran? kai access sekarang berubah menjadi aplikasi access by kai! #kaiaccessnew #keretaapikita,makin mudah bersama access by kai hai udah ada yang tau belum kalau kai access sekarang berubah nama kalian penasaran kai access sekarang berubah menjadi aplikasi access by kai kaiaccessnew keretaapikita,"['makin', 'mudah', 'bersama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'berubah', 'nama', 'kalian', 'penasaran', 'kai', 'access', 'sekarang', 'berubah', 'menjadi', 'aplikasi', 'access', 'by', 'kai', 'kaiaccessnew', 'keretaapikita']","['makin', 'mudah', 'sama', 'access', 'by', 'kai', 'hai', 'udah', 'ada', 'yang', 'tau', 'belum', 'kalau', 'kai', 'access', 'sekarang', 'ubah', 'nama', 'kalian', 'penasaran', 'kai', 'access', 'sekarang', 'ubah', 'jadi', 'aplikasi', 'access', 'by', 'kai', 'kaiaccessnew', 'keretaapikita']",makin mudah sama access by kai hai udah ada yang tau belum kalau kai access sekarang ubah nama kalian penasaran kai access sekarang ubah jadi aplikasi access by kai kaiaccessnew keretaapikita,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? KAI Access sekarang berubah menjadi aplikasi Access by KAI! #KAIAccessNew #keretaapikita,Makin Mudah Bersama Access by KAI! Hai udah ada yang tau belum kalau KAI Access sekarang berubah nama? Kalian Penasaran? KAI Access sekarang berubah menjadi aplikasi Access by KAI! #KAIAccessNew #keretaapikita
