id_str,created_at,user_id_str,conversation_id_str,text_clean,label
1928021163088728161,Thu May 29 09:30:40 +0000 2025,1661033465545121792,1928021163088728161,gue lihat ini lgsng buka kaiaccess lupa dgn kkn,NETRAL
1927783964921541034,Wed May 28 17:48:08 +0000 2025,1525374153037033473,1927783964921541034,mata gue udah kriyep kriyep dan kaiaccess masi gabisa,NEGATIF
1924446984863359367,Mon May 19 12:48:10 +0000 2025,1453949774168616967,1924445879403950532,sering cek² kaiaccess dah tiap jam barangkali dpt bengawan jgn serayu,NEGATIF
1924057889184125364,Sun May 18 11:02:02 +0000 2025,1043865011557347328,1924057889184125364,info dong min kalo beli tiket kereta prameks kta yk kok pada habis yah di app kaiaccess,NETRAL
1923630684461203677,Sat May 17 06:44:29 +0000 2025,1565270466238902274,1923630684461203677,konteksinfo tiket ka bengawan sering cepat habis karena harga terjangkau dan rute favorit seperti yogyakarta tiket biasanya ludes dalam hitungan menit sejak dibuka h 45 pukul 00 00 wib zd kabengawan tiketkereta tiketkeretaapi kaiaccess ptkai ptkeretaapiindonesia,NEGATIF
1923223048938811667,Fri May 16 03:44:41 +0000 2025,2267325032,1923223048938811667,apps kaiaccess lagi error kah min mau pesan tiket kok ga bisa,NEGATIF
1922754263035396578,Wed May 14 20:41:54 +0000 2025,1460279959881064450,1922754263035396578,ini kenapa ya gini terus udah instal uinstal kai kaiaccess tsvgs ada yang tau kah,NETRAL
1920975521455771700,Fri May 09 22:53:48 +0000 2025,1527248876448915456,1920975521455771700,wtb tiket serang rangkas jam 8 wtb kaiaccess,NEGATIF
1919082463957012487,Sun May 04 17:31:28 +0000 2025,1035116071353610240,1919082463957012487,pesan untuk hari sabtu 10 mei 2025 gubeng gedangan sudah dibayar tapi ga muncul di kaiaccess seperti ga pesan apa2 bahkan di riwayat pun gak ada gimana ya ini min,NETRAL
1919067283407909283,Sun May 04 16:31:09 +0000 2025,253948136,1919067283407909283,saya udah batalin tiket di pse tapi kok kode booking itu masih muncul di kaiaccess ya saya harus ngapain,NETRAL
1918386827670766070,Fri May 02 19:27:16 +0000 2025,1026217409970036736,1918386827670766070,duhhhh sebelll bgt deh sm kaiaccess mau cetak tiket aja ngebugnya minta ampun mana sekarang tiketnya kudu nunggu 2 jam sblm keberangkatan baru bisa dicetak sumpah ide dari mana aplikasi lo aja dipake banyak org dikit udh server error terus kita2 yg mau nyetak ini gmna,NEGATIF
1917196264837665216,Tue Apr 29 12:36:23 +0000 2025,231032054,1917196264837665216,gokil juga kaiaccess,NETRAL
1915537157814706609,Thu Apr 24 22:43:42 +0000 2025,4219872329,1915537157814706609,halo ini kenapa mau regist kaiaccess pas masukin kode otp selalu not valid terus ya padahal sudah dimasukan sesuai dengan sms dari kaimobile mohon bantuannya,POSITIF
1914986762692420043,Wed Apr 23 10:16:37 +0000 2025,297409529,1914986762692420043,halo min untuk pemesanan tiket ka jarak jauh via kaiaccess maks brapa jam sebelum keberangkatan ya,NEGATIF
1914154233957605459,Mon Apr 21 03:08:27 +0000 2025,1505481106820263938,1913829298047242687,kalau ada duit di kaspro mau transfer ke bank harus jadi premium account dulu dan itu butuh data ktp bakal ribet lagi dan misalkan concern soal data privacy mending biarin aja accountnya dananya dipakai buat transaksi di kaiaccess aja,NEGATIF
1913856235591614522,Sun Apr 20 07:24:18 +0000 2025,192787849,1913856235591614522,dr awal udah feeling gak beres soal kaipay so far pakai ovo buat beli2 tiket via kaiaccess lancar gak ada kendala,POSITIF
1913095123644354590,Fri Apr 18 04:59:55 +0000 2025,65027691,1913095123644354590,satu hal lagi yang merepotkan dari kaiaccess adalah tidak tersedianya menu pembatalan tiket harus ke loket dan juga pengembalian tidak masuk ke aplikasi tapi harus ambil tunai ke loket seminggu berikutnya era digital tapi perilaku masih super jadul,NEGATIF
1906117359951401169,Sat Mar 29 22:52:47 +0000 2025,1886595676366405632,1906117359951401169,apalah ini jadwal krl di kaiaccess ga sinkron bgt sama jadwal di stasiun kocak kocak,NETRAL
1906065739611853110,Sat Mar 29 19:27:39 +0000 2025,1216422023762608128,1906065739611853110,anjir di kaiaccess tulisannya sisa tanpa kursi gue klik masi dapet kursi uwaw diprank,NETRAL
1905099315762311505,Thu Mar 27 03:27:26 +0000 2025,1601185827949662208,1905099315762311505,ini kaiaccess kenapa lagi ya saya beli tiket bandara utk tgl 28 04 2025 dan pembayaran sudah clear tapi tiket masih status menunggu pembayaran,NETRAL
1904929821437944313,Wed Mar 26 16:13:55 +0000 2025,1796690475627556864,1904929821437944313,wts jual tiket kai buat tgl 28 maret 2025 2 seat kereta gumarang jakarta surabaya harga 1 440 rb zonauang kaiaccess zonaba wts,NETRAL
1904748095621259761,Wed Mar 26 04:11:49 +0000 2025,904503488012402688,1904748095621259761,knp tidak bisa memesan railfood di kaiaccess untuk perjalanan ka brantas tambahan keberangkatan hari ini,NEGATIF
1904385215163748814,Tue Mar 25 04:09:51 +0000 2025,1041848632968798208,1904385215163748814,mau batalin tiket kok gabisa2 ya di aplikasi kaiaccess cek dm,NEGATIF
1904209755134165095,Mon Mar 24 16:32:38 +0000 2025,1301545658197794817,1904209755134165095,wts tiket kereta api tujuan bandung yogyakarta tanggal 28 maret jam 19 00 jumlah 2 tix tiketkai mudiklebaran kaiaccess tiketkeretaapi bandung jogja,NETRAL
1903718560846770332,Sun Mar 23 08:00:48 +0000 2025,1055797120853135360,1903718560846770332,pt kereta api indonesia kai meluncurkan fitur baru di aplikasi access by kai yang memungkinkan penumpang perempuan memilih kursi bersebelahan dengan sesama perempuan saat naik kereta jarak jauh selengkapnya klik kai kaiaccess perempuan,NEGATIF
1903401519149613441,Sat Mar 22 11:01:00 +0000 2025,1381725852304506881,1903401519149613441,wts tiket kai jayakarta harga 500k alasan jual karena ada urusan dadakan zonauang kaiaccess,NETRAL
1903174163910779314,Fri Mar 21 19:57:34 +0000 2025,1245845790318182400,1903171607113171133,tolong banget respon nyaaa yaaa minn kaiaccess kai,NETRAL
1903155586986021069,Fri Mar 21 18:43:45 +0000 2025,575049108,1903155586986021069,aplikasi bosok satu setengah jam mantau hanya muncul kyk gini trs cok asu tenan kaiaccess,NETRAL
1902682029780856978,Thu Mar 20 11:22:00 +0000 2025,990933844168601600,1902682029780856978,wts tiket kereta bandung jogja lodaya ekonomi keberangkatan jam 7 malem 2 tix 28 maret 2025 wts zonauang tiketlebaran mudik kai kaiaccess,NEGATIF
1901255359441908008,Sun Mar 16 12:52:55 +0000 2025,93309562,1901255359441908008,sinyal tsel bapuk kaiaccess error cen bumn taek,NEGATIF
1900916754039394443,Sat Mar 15 14:27:26 +0000 2025,3547335612,1900916754039394443,kaiaccess nih emang busuk bgt ngadat mulu apknya,NEGATIF
1900855557486997518,Sat Mar 15 10:24:15 +0000 2025,1518258351507132416,1900822747670081963,saya pernah war sekali jam 00 00 laptop dan kaiaccess standby keduanya internet menggunakan wifi tetep luput jumat sabtu minggu senin malam baru dapat,NETRAL
1900287672381563172,Thu Mar 13 20:47:41 +0000 2025,2266747177,1900206505657274651,karek buka kaiaccess loh langsung onok sing lokal ae jek tersedia opomaneh sing antar kota akeehh,NEGATIF
1899789694948557162,Wed Mar 12 11:48:54 +0000 2025,1625495416761647104,1899789694948557162,mudik lebaran 2025 mudiklebaran viralvideo kaiaccess keretaapi lewat,NETRAL
1899262317881401534,Tue Mar 11 00:53:17 +0000 2025,884523447061102592,1899262317881401534,guys kali aja ada yang mau gantiin tiket kai mudik lebaran gue sekali jalan 120k utamakan yg punya kaiaccess biar bisa di transfer thanks,POSITIF
1899074540917137693,Mon Mar 10 12:27:08 +0000 2025,1131211360245768192,1899074540917137693,kalo gini kenapa yaa kai kaiaccess,NETRAL
1897885229240795544,Fri Mar 07 05:41:14 +0000 2025,62688048,1897885229240795544,disandra kaiaccess aplikasi berasa teras loket karcis,NETRAL
1896571894268338304,Mon Mar 03 14:42:30 +0000 2025,1144289843406446592,1896571894268338304,min aku jarang buka kaiaccess trus pas buka kaipaynya harus diaktivasi tp gagal terus itu kenapa ya padahal kaipaynya udah sering dipake payment udh aktif,NETRAL
1896481754699161638,Mon Mar 03 08:44:19 +0000 2025,880108939005710336,1896481754699161638,min kok cek jadwal di apps kaiaccess gabisa yaa biasanya bisa,NEGATIF
1896092572797608102,Sun Mar 02 06:57:51 +0000 2025,1211989583484706817,1896092572797608102,wts want to sale 1 tiket kereta api airlangga tanggal 30 maret 2025 pasar senen bojonegoro 2 tiket kereta api kertajaya tambahan tanggal 28 maret 2025 pasar senen bojonegoro bisa dm ya kawan wts wtstiketkai kaiaccess tiketkereta tiketmudik,NETRAL
1895751545834349025,Sat Mar 01 08:22:44 +0000 2025,1596996503947472897,1895750075520819256,lewat kaiaccess atau ke cs stasiun,NETRAL
1894799656699470233,Wed Feb 26 17:20:16 +0000 2025,716577345147052032,1894799656699470233,kaiaccess app kalo di atas jam 12 malem kenapa sering gangguan yaa,NETRAL
1893487701392826597,Sun Feb 23 02:27:01 +0000 2025,2590682582,1893487701392826597,refund pembatalan tiket lewat kaiaccess paling cepat berapa lama sejak pembatalan tiket,POSITIF
1893352377186402566,Sat Feb 22 17:29:18 +0000 2025,1056993066,1893345005642641421,kaiaccess gada apa apa bang boong dah ni kai,NETRAL
1893104418016632869,Sat Feb 22 01:04:00 +0000 2025,2159986236,1893104418016632869,railmiiiin ih aplikasinya benerin dong saya jadi ga kebagian tiket mudik karena tiap kali ngecek di kaiaccess selalu dalam pemeliharaan ternyata beli di shopee malah ada nih min tampilannnya,POSITIF
1892993870599999570,Fri Feb 21 17:44:43 +0000 2025,731072850732277760,1892983536166281405,bener 1000x selain itu fitur pilih stasiun berdasarkan kota di kaiaccess udah ga bisa lagi sejak war tiket pulang h padahal ini fitur penting banget kalo mau cari plan b hhh sekali lagi djarum gt gt gt bumn,NEGATIF
1892984621538701767,Fri Feb 21 17:07:58 +0000 2025,545141124,1892984621538701767,kaiaccess makin ditunggu makin lama waktu antriannya udah nahan ngantuk tambah harus nambah kesabaran,NEGATIF
1892622943558984129,Thu Feb 20 17:10:47 +0000 2025,227205582,1892622943558984129,dih tau gitu dari kapan tau pake traveloka aja daripada kaiaccess,NETRAL
1892215096316776827,Wed Feb 19 14:10:09 +0000 2025,1084003665898135558,1892009145592660218,iya soalnya galau tiket yg dibuka kaiaccess,NETRAL
1891909869646774458,Tue Feb 18 17:57:17 +0000 2025,727718645623881730,1891909869646774458,sumpah guyss beli tiket kereta lewat is much better than those garbage application named kaiaccess woi benerin dulu tuh aplikasi buluk lo jangan tarif kereta aja lu mahalin,NETRAL
1891490129123909707,Mon Feb 17 14:09:23 +0000 2025,352329104,1891490129123909707,min mau nanya kalo mau beli tiket via kaiaccess kan musti sinkron nik dan nama nah di kk dan ktp namanya ada tanda petik yg gabisa diketik di kaiaccess jadinya error message terus bs dibantu solusinya kah terima kasih,NEGATIF
1891349316284923913,Mon Feb 17 04:49:51 +0000 2025,537228618,1889721128278696292,pesanan tiket sy dibayar pk cc lg ngisi form di doku eh dpt notif dr kaiaccess gagal bayar padahal time limit nya msh ada transaksi di doku sukses tp tiket ga keluar di cc jg ada transaksi tsb skrg sy lg urus penghapusan di cc banknya refund dari doku kai,POSITIF
1889009884055965898,Mon Feb 10 17:53:47 +0000 2025,1223540905799340033,1889008676008321287,nggak ada yg bener pliiiis mau di kaiaccess web kai tikom traveloka shopee nggak ada yang bisaa,NETRAL
1889008823895253373,Mon Feb 10 17:49:34 +0000 2025,1545638309191331840,1889008823895253373,kaiaccess tinggal bayar aja loading sm gagal mulu,NEGATIF
1888751413733515564,Mon Feb 10 00:46:42 +0000 2025,1147465424,1888751413733515564,tiket kereta goib bgt ampuunnnnn kaiaccess,NETRAL
1888672966566969734,Sun Feb 09 19:34:59 +0000 2025,169410433,1888672966566969734,gagal war tiket kereta buat lebaran lesson learned war tiket hari ini ada 2 beli connecting train dan pesen lewat website saat kaiaccess lgi bnyk yg pake selamat war tiket mudik,NETRAL
1888670793393172578,Sun Feb 09 19:26:21 +0000 2025,345789625,1888670793393172578,war tiket lebaran kali ini semua aplikasi dicobain kaiaccess oren biru sampe ke web,NETRAL
1888643325663867152,Sun Feb 09 17:37:12 +0000 2025,1671383217327448064,1888643325663867152,wts jual tiket kai buat tgl 27 februari 2025 kereta jayabaya jakarta surabaya harga 420 rb zonauang kaiaccess zonaba wts,NETRAL
1888096777532064020,Sat Feb 08 05:25:25 +0000 2025,1608789847954829312,1888096777532064020,halo admin mau nanya aku mau pesen tiket kereta dari stasiun bekasi timur ke lempuyangan via kaiaccess untuk keberangkatan harus pilih yang mana ya admin terimakasih,NEGATIF
1888049585635082318,Sat Feb 08 02:17:54 +0000 2025,1211920881250816002,1888049585635082318,info jastip war tiket kai kaiaccess zonauang,NETRAL
1887837373595316497,Fri Feb 07 12:14:38 +0000 2025,99645017,1887760744764084544,iya aku pikir gitu aku buka yutub jalan normal ke aplikasi kai lagi klik show qr lagi masih kyk gitu gk muncul2 akhirnya beli pake kartu seumur hidup pesen tiket kai di aplikasi kaiaccess baru kali ini gak keluar,NEGATIF
1887812233381740587,Fri Feb 07 10:34:44 +0000 2025,1162861911915892736,1887793459458662437,bisa nder di kaiaccess tp war h 7 di jam 00 00 tetttt kadang subuh udah abis,NETRAL
1887051697849295366,Wed Feb 05 08:12:39 +0000 2025,75222650,1887051697849295366,ini pembatalan tiket via kaiaccess kok ndak bisa ya muncul info failed to get bank account padahal dah verifikasi dan nama nomor rekening muncul thanks,NEGATIF
1886695500008841695,Tue Feb 04 08:37:14 +0000 2025,1278530972686807040,1886695500008841695,mecima kalah sama kaiaccess,NETRAL
1886342378224746764,Mon Feb 03 09:14:04 +0000 2025,956810788118736896,1886342378224746764,aplikasi kai ngent d emangg kaiaccess,NETRAL
1885685498544635995,Sat Feb 01 13:43:51 +0000 2025,2944048844,1885572931193110581,min kalau transaksi jadi ke double gimana ya padahal satu va pas tgl 25 sy pesen tiket via kaiaccess bayar via va bc nah karena gada sinyal jadi ke proses 2x tp saldo ga balik2 udah dm via ig gada respon nih dari pihak kai,NETRAL
1884417982144864289,Wed Jan 29 01:47:12 +0000 2025,1017595356450680833,1884417982144864289,admin restorasi jual masker gak yaa di kaiaccess gak bisa minta tolong belikan masker,NETRAL
1884364970512769346,Tue Jan 28 22:16:33 +0000 2025,1326344525330014208,1884364970512769346,kalo refund tiket via aplikasi kaiaccess apakah tetap dapat refund 100,NETRAL
1884141386506858601,Tue Jan 28 07:28:06 +0000 2025,1861364250968784896,1884140883366535519,keknya bisanya via app kaiaccess aja sih,NETRAL
1882338071871672402,Thu Jan 23 08:02:23 +0000 2025,100132119,1882337755390439693,5 end panjang selalu terjadi kenaikan jumlah penumpang kereta api karena tingginya antusias dari masyarakat april patrianews infopatria radiopatria blitar ptkai kai daop7madiun stasiunblitar stasiunjombang keretaapi tiketka kaiaccess liburisramiraj liburimlek,NETRAL
1882280025900331018,Thu Jan 23 04:11:43 +0000 2025,1041885404,1882280025900331018,min mau beli tiket kereta besok lewat kaiaccess tapi ga bisa booking pop up message nya sesi anda telah berakhir melulu tolong,NEGATIF
1879922387107680489,Thu Jan 16 16:03:19 +0000 2025,1117305742510284800,1879922387107680489,cara menghentikan syndrom mau buka kaiaccess tapi buka simastee gimaa yak,NETRAL
1851162200435823060,Tue Oct 29 07:20:36 +0000 2024,37225095,1851162200435823060,min mau cari tiket banyubiru utk bulan depan kok kosong yaa di kaiaccess,NETRAL
1849737346222260671,Fri Oct 25 08:58:44 +0000 2024,1173105376624926720,1849737346222260671,kaiaccess info dong misal pake tiket orang tp kita udah punya scan ktp orang itu di stasiun boleh gaksih apa skrg harus pesen pake nama ktp sendiri,NETRAL
1842205252076093503,Fri Oct 04 14:08:53 +0000 2024,164088076,1842205252076093503,dear kenapa setiap buka aplikasi kaiaccess selalu ada iklan ini saya perlu beli tiket kereta bukan main game or lainnya,NETRAL
1839570529050919008,Fri Sep 27 07:39:26 +0000 2024,37225095,1839570529050919008,ambarawa ekspres jadi brp kok di kaiaccess gada,NETRAL
1838434188175024243,Tue Sep 24 04:24:01 +0000 2024,2277496555,1838434188175024243,min mau batalin tiket whoosh yg pesen di kaiaccess gmn ya,NETRAL
1838204161147769071,Mon Sep 23 13:09:58 +0000 2024,2285925762,1838204161147769071,mau tanya min pembatalan tiket via kaiaccess refund nya brp lama ya,NETRAL
1837543141031006480,Sat Sep 21 17:23:19 +0000 2024,1320333768,1837543141031006480,kaiaccess kagak pernah bener urusan servernya,NEGATIF
1837538491112345708,Sat Sep 21 17:04:50 +0000 2024,1812462856824348672,1837538491112345708,kaiaccess kapan benernya sih,NETRAL
1835962704000913581,Tue Sep 17 08:43:13 +0000 2024,3123447853,1835962704000913581,selamat sore izin tanya min misalnya saya pesan tiket kereta dari sbi tapi saya chekin berangkat dari sgu karena kan satu kereta tiketnya sama juga apakah bisa min mohon informasinya terima kasih keretaapi kaiaccess,NEGATIF
1832326968488161625,Sat Sep 07 07:56:06 +0000 2024,3990310766,1832326968488161625,lunch kuliner kereta nasi goreng parahyangan sambil menikmati pemandangan laut jawa ditambah lagi yang candu semoga dia kembali h amp r fyp kai keretaapisembrani keretaapiindonesia kaiaccess stasiunplabuan lautjawa princediary princehalan2 princekuliner,POSITIF
1832208357723394181,Sat Sep 07 00:04:47 +0000 2024,398513783,1832192636352176583,purwokerto stasiun poncol kak tp di kaiaccess cuma ada joglosemarkerto yg sore,NETRAL
1831850380218794348,Fri Sep 06 00:22:19 +0000 2024,989119684862558208,1831812634905374982,ada alternatif lain gak untuk beli tiket ka lokal selain melalui kaiaccess,NETRAL
1831844196552208768,Thu Sep 05 23:57:45 +0000 2024,989119684862558208,1831812634905374982,min aku mau pesen tiket commuter line jatiluhur cikarang karawang via kaiaccess tapi pas mau bayar error terus mohon solusinya,NEGATIF
1831840708921323837,Thu Sep 05 23:43:53 +0000 2024,1700371618022010880,1831812634905374982,min aku mau pesen tiket commuter line jatiluhur cikarang karawang via kaiaccess tapi pas mau bayar error terus mohon solusinya,NEGATIF
1831742063500788015,Thu Sep 05 17:11:54 +0000 2024,1489906836497002498,1831742051253420291,tag kai kaiaccess kai access kereta lokal commuter line dhoho kai error kalah war tiket tp marah2 ya gmn ga marah orang2 kadang beli tiket jg buat cari aman kl ga dipake baru dijual dng harga 2x lipat maaf kl kesindir but if the shoe fits wear it cinderfckrella,NEGATIF
1830059788564045826,Sun Sep 01 01:47:09 +0000 2024,1603612924362125312,1829697197174304908,di traveloka tiketcom atau shopee ge ada atau mau yg tanpa an admin ya ke kaiaccess,NETRAL
1830006009542426701,Sat Aug 31 22:13:27 +0000 2024,2517860750,1830006009542426701,beli tiket kai di kai access saldo shopeepay sudah terpotong tapi di aplikasi tidak ada tiketnya gimana ya kai kaiaccess keretaapiindonesia,NETRAL
1829489662009966792,Fri Aug 30 12:01:40 +0000 2024,1552282898359005184,1829489662009966792,halo min saya tadi membeli tiket melalui aplikasi kaiaccess dari medan tujuan rantauprapat dengan kereta api sri bilah utama pukul 15 45 dengan metode pembayaran shopeepay tapi tidak berhasil namum saldo shopeepay saya terpotong l mohon bantuannya min,POSITIF
1829119834011119990,Thu Aug 29 11:32:06 +0000 2024,777552072,1829119834011119990,kalau weekend dulu sebelum ada kaiaccess gak pernah dapat tiket pulang sby kdr adanya sby kts ayahku selalu jemput aku di kertosono tiap weekend which is 45 60 menit naik motor lalu sepanjang jalan kertosono kediri aku akan cerita apa aja wkwk,NEGATIF
1827867059599892575,Mon Aug 26 00:34:01 +0000 2024,304790009,1827867059599892575,min sekarang ga bisa beli tiket whoosh dari kaiaccess,NEGATIF
1827708229809487912,Sun Aug 25 14:02:53 +0000 2024,178230025,1827708229809487912,udah waktu nya buka kaiaccess ya ini,NETRAL
1825412968554881248,Mon Aug 19 06:02:20 +0000 2024,48587585,1825412968554881248,ni mau batalin tiket dr kaiaccess susah bgt,NEGATIF
1822472874462244896,Sun Aug 11 03:19:27 +0000 2024,3058826372,1822304023317291361,again sdm di ngga bisa berkembang teringat dulu waktu pertama kali launching kaiaccess diturunin suruh beli tiket fisik distasiun berikutnya karena nama saya ngga masuk ke manifest,NEGATIF
1821704688829657270,Fri Aug 09 00:26:58 +0000 2024,1143711050627289088,1821704688829657270,wtb tiket kereta arjuno express atau jayabaya sby malang lewat jam berapapun tanggal 10 agustus besok sabtu ada yang jual wts tiketkereta malang sby kai kaiaccess,NETRAL
1821023352271860123,Wed Aug 07 03:19:34 +0000 2024,1501399237854371840,1821023352271860123,anjir lah aku kadang bengong terus entah kenapa buka simaster anjir ini lagi di stasiun mau buka kaiaccess malah reflek buka simaster,NETRAL
1819080125721596187,Thu Aug 01 18:37:53 +0000 2024,246688311,1819080125721596187,kadung gabisa tidur gegara kaiaccess error hhhhh,NEGATIF
1819064199013970350,Thu Aug 01 17:34:36 +0000 2024,1688100013128429568,1819064199013970350,ini kaiaccess down bgt yq,NETRAL
1818787981903511602,Wed Jul 31 23:17:00 +0000 2024,63758693,1818787981903511602,pembayaran via qris di app kaiaccess kok gagal ya,NETRAL
1816480898696749566,Thu Jul 25 14:29:29 +0000 2024,1800618126335516672,1816480898696749566,gerakan banget sama pelayanan pembelian tiket di aplikasi access by kai sangat mengecewakan uang kami tidak jelas kemana konsumen harus yang aktif kaiaccess,NEGATIF
1815519250376716456,Mon Jul 22 22:48:14 +0000 2024,3235880869,1815359397713117493,di app kaiaccess belum muncul jadwalnya ya min kapan dilaunch,NEGATIF
1811756210628297203,Fri Jul 12 13:35:16 +0000 2024,116184569,1811756210628297203,min ada harga khusus gak tiket tsm bd jika ada apakah hrs di loket atau bisa lewat app kaiaccess trima kasih,NETRAL
1811176348054131014,Wed Jul 10 23:11:06 +0000 2024,2198959297,1810845813603717412,eh di kaiaccess bukannya juga bisa ya,NEGATIF
1810867868038484080,Wed Jul 10 02:45:18 +0000 2024,1801602595058028548,1810867868038484080,krl krl kok error ya di kaiaccess sm gojek gabisa semua,NEGATIF
1810313042867187783,Mon Jul 08 14:00:38 +0000 2024,1110531453522046976,1810313042867187783,min kalau mau naik prameks dari stasiun kutoarjo ke stasiun yogyakarta tapi tiket di aplikasi kaiaccess udah habis apakah bisa langsung naik pakai kartu multitrip atau cuma bisa dipakai kalau ada ketersediaan tiket,NETRAL
1809767235675910230,Sun Jul 07 01:51:47 +0000 2024,605970575,1809767235675910230,halo knp kaiaccess saya tdk sinkron ya ttg ketersediaan kursinya mau beli tarsus sdh cek 2 jam sblm keberangkatan tapi harga tiket tdk berubah di refresh dan dicoba bbrp menit kemudian msh sama tp saat cek di web harga sdh berubah dan ketersediaan kursi berbeda,NEGATIF
1808894434630848528,Thu Jul 04 16:03:35 +0000 2024,1108916727016878080,1789545223795937397,ada kok saya beli tiket di kaiaccess tiket untuk hari minggu 7 juli besok beli dari tgl 30 juni pukul 00 03 tiket dengan kursi sudah habis tersisa tiket tanpa kursi btw terimakasih responnya,NETRAL
1808893539386077330,Thu Jul 04 16:00:02 +0000 2024,1762308922864717824,1789545223795937397,setau saya gak ada tiket tanpa kursi kalo belinya di kaiaccess gak tau juga kalo ada cara beli tiket lainnya kalo yang lesehan itu sih kayaknya emang pengen aja sambil gelar tiker amp makan bareng,NETRAL
1808614667398623710,Wed Jul 03 21:31:53 +0000 2024,97427261,1808614667398623710,bangun tidur langsung buka kaiaccess wkwk dah aman ini tinggal tiket probowangi aja kalo keabisan jg ga masalah minta jemput ke sby,NEGATIF
1808136765955625163,Tue Jul 02 13:52:53 +0000 2024,122978273,1808136765955625163,siang td manfaatkan aplikasi pesan taxi via aplikasi kaiaccess sangat membantu kecepatan ditengah padatnya liburan terimakasih good job dan sangat membantu penumpang,POSITIF
1806615451931414930,Fri Jun 28 09:07:43 +0000 2024,1252424898317697027,1806615451931414930,ka menoreh pse smt bulan juli agustus 2024 mau dihapus apa gimana min per hari ini belum nongol di kaiaccess,NEGATIF
1806479230441775155,Fri Jun 28 00:06:25 +0000 2024,541616545,1806479230441775155,kalo mentri kominfo kagak mundur sih gatau dah mau gimana serah lu pada data gua dah gua kasih serah lu mau pake pinjol atau apa this is one of many reason why i wasnt doing the face recog on kaiaccess app man i tell you what everynow and then the security still sucks,NETRAL
1806282375179198898,Thu Jun 27 11:04:12 +0000 2024,46887313,1806282375179198898,anjir nih kaiaccess ganti device juga gabisa karena data nasional juga,NEGATIF
1805214976854118815,Mon Jun 24 12:22:44 +0000 2024,53656332,1805214976854118815,sudah 2 hari tidak bisa pesan tiket online via apk kaiaccess gimana ini penjelasannya,NEGATIF
1804474809847611423,Sat Jun 22 11:21:34 +0000 2024,516224297,1804474809847611423,admin knp jadwal ka progo eksekutif ga ada di kaiaccess,NETRAL
1782416219062370568,Mon Apr 22 14:28:36 +0000 2024,1502547274106535937,1782416219062370568,halo selamat malam kak apakah benar sekarang ketersediaan tiket goshow langsung loket dan di kaiaccess berbeda karena mama saya cerita di kaiaccess habis tapi saat ke loket ternyata masih ada mohon konfirmasinya,NETRAL
1781872254525301135,Sun Apr 21 02:27:05 +0000 2024,435616839,1781872254525301135,kaipay knp mesti pake vendor cimb niaga deh lemot bgt ke topupnya ke saldo kaiaccess,NETRAL
1772500379739029780,Tue Mar 26 05:46:36 +0000 2024,124947790,1772500379739029780,dari dulu sampe 2024 proses refund kai tuh lama pol ya dulu malah harus ke stasiun utk pembatalan sekarang kaiaccess udah fasilitasi pembatalan tapi tolong bgt masa ini dari februari belum ada progressnya refund tiket pesawat di tikom ga sampai seminggu dana dah balik,NEGATIF
1742799569350705296,Thu Jan 04 06:46:11 +0000 2024,1727891728693362688,1742799569350705296,ciptakan efisiensi operasional yang tak tertandingi dan rasakan dampak positifnya pada laporan keuangan kamu alehatta barangimpor barangimporberkualitas pobarangimport pochina pojepang pokorea pothailand localbrand localbrandindonesia giselle kaiaccess,NETRAL
1728763876962119694,Sun Nov 26 13:13:21 +0000 2023,890428970117746689,1728688823834649064,beli tiket lewat kaiaccess dateng 30 menit sebelum jam keberangkatan scan barcode tiket klo misal nggak tau keretanya ada di peron mana bisa tanya ke petugas masuk kereta duduk sesuai dengan yang sudah dipesan selamat menikmati perjalanan,NEGATIF
1728752113948426627,Sun Nov 26 12:26:37 +0000 2023,80570943,1728752113948426627,aplikasi kaiaccess kok tidak bisa diakses yaa tiba2 log out sendiri akun saya,NEGATIF
1727896707839779032,Fri Nov 24 03:47:32 +0000 2023,64683337,1727896707839779032,min kaiaccess untuk kereta bandara yogya belum bisa di gunakan soalnya nggk bs milih stasiun,NEGATIF
1727736678314610908,Thu Nov 23 17:11:38 +0000 2023,2705718391,1727736678314610908,kaiaccess jelek banget dah gue muakkkk,NEGATIF
1727696304149770568,Thu Nov 23 14:31:12 +0000 2023,1506270045227601923,1727696304149770568,admin kaiaccess lagi error apa gimana ya saya mau log in tulisannya timeout terus,NEGATIF
1727686964571455538,Thu Nov 23 13:54:05 +0000 2023,1328855907585802242,1727686964571455538,hari ini kenapa kaiaccess error mulu pic 1 tadi siang tiba2 logout sendiri mau login susah pic 2 udah bisa login tapi jadwal kosong padahal bbrp menit sebelumnya ada pas mau klik ka gak bisa klik penumpang error timeout help,NEGATIF
1726996390239510740,Tue Nov 21 16:10:00 +0000 2023,215412520,1726996390239510740,gabisa masuk kaiaccess kenapa ya,NEGATIF
1726812632194355513,Tue Nov 21 03:59:48 +0000 2023,1609190793603842049,1726812632194355513,min jdwl kereta di kaiaccess tuh diopen publik jam brp sih mau beli tiket utk tgl 6 januari jurusan purwosari bekasi tglnya udah bs diklik tp jdwl keretanya msh kosong emang udh gak diopen mulai jam 24 00 ky dlu,NETRAL
1723749927116062738,Sun Nov 12 17:09:43 +0000 2023,1116302902715281408,1723749927116062738,kenapa tiket tgl 29 des 2023 kosong ya min bukannya ini h 45 kaiaccess kai121,NETRAL
